V,E,time
5000,3500000,0.16919589042663574
5000,4000000,0.1892409324645996
5000,4500000,0.2270519733428955
5000,5000000,0.2526729106903076
5000,5500000,0.27852797508239746
5000,6000000,0.295665979385376
5000,6500000,0.30353832244873047
5000,7000000,0.3354799747467041
5000,7500000,0.3713870048522949
5000,8000000,0.5437347888946533
5000,8500000,0.41844606399536133
5000,9000000,0.4406280517578125
5000,9500000,0.4687306880950928
5500,500000,0.03308701515197754
5500,1000000,0.05673694610595703
5500,1500000,0.07961702346801758
5500,2000000,0.1042170524597168
5500,2500000,0.12491703033447266
5500,3000000,0.15112781524658203
5500,3500000,0.16927313804626465
5500,4000000,0.2024989128112793
5500,4500000,0.225966215133667
5500,5000000,0.2497541904449463
5500,5500000,0.27608299255371094
5500,6000000,0.302016019821167
5500,6500000,0.32819390296936035
5500,7000000,0.33925485610961914
5500,7500000,0.36775708198547363
5500,8000000,0.3950660228729248
5500,8500000,0.4108760356903076
5500,9000000,0.43959784507751465
5500,9500000,0.46691417694091797
6000,500000,0.03395199775695801
6000,1000000,0.05835676193237305
6000,1500000,0.08069396018981934
6000,2000000,0.10660409927368164
6000,2500000,0.12772202491760254
6000,3000000,0.14949607849121094
6000,3500000,0.1726527214050293
6000,4000000,0.19761204719543457
6000,4500000,0.22064614295959473
6000,5000000,0.2558748722076416
6000,5500000,0.2740139961242676
6000,6000000,0.2954671382904053
6000,6500000,0.31401801109313965
6000,7000000,0.34961724281311035
6000,7500000,0.37811827659606934
6000,8000000,0.38852834701538086
6000,8500000,0.40767598152160645
6000,9000000,0.4369180202484131
6000,9500000,0.45650291442871094
6500,500000,0.035498857498168945
6500,1000000,0.05962491035461426
6500,1500000,0.08256006240844727
6500,2000000,0.10286521911621094
6500,2500000,0.1326141357421875
6500,3000000,0.15844368934631348
6500,3500000,0.17967009544372559
6500,4000000,0.20519685745239258
6500,4500000,0.35921716690063477
6500,5000000,0.25502490997314453
6500,5500000,0.2776219844818115
6500,6000000,0.3040046691894531
6500,6500000,0.3320739269256592
6500,7000000,0.36075806617736816
6500,7500000,0.3670308589935303
6500,8000000,0.39827728271484375
6500,8500000,0.42894983291625977
6500,9000000,0.45059776306152344
6500,9500000,0.4718949794769287
7000,500000,0.037075042724609375
7000,1000000,0.06283402442932129
7000,1500000,0.0815742015838623
7000,2000000,0.10868024826049805
7000,2500000,0.1322948932647705
7000,3000000,0.1516251564025879
7000,3500000,0.17871999740600586
7000,4000000,0.19988584518432617
7000,4500000,0.22553801536560059
7000,5000000,0.2586209774017334
7000,5500000,0.27422189712524414
7000,6000000,0.30380892753601074
7000,6500000,0.32190823554992676
7000,7000000,0.3512611389160156
7000,7500000,0.3648669719696045
7000,8000000,0.4040648937225342
7000,8500000,0.4252159595489502
7000,9000000,0.45155906677246094
